ABBA,We Wish You A Merry Christmas,/a/abba/we+wish+you+a+merry+christmas_20755361.html,"We wish you a merry Christmas  
We wish you a merry Christmas  
We wish you a merry Christmas  
And a happy New Year  
Glad tidings we bring  
To you and your kin  
Glad tidings for Christmas  
And a happy New Year  
  
We want some milk and cookies  
We want some milk and cookies  
We want some milk and cookies  
Please bring it right here  
Glad tidings we bring  
To you and your kin  
Glad tidings for Christmas  
And a happy New Year  
  
We won't go until we get some  
We won't go until we get some  
We won't go until we get some  
So bring it out here  
Glad tidings we bring  
To you and your kin  
Glad tidings for Christmas  
And a happy New Year  
  
We wish you a Merry Christmas  
We wish you a Merry Christmas  
We wish you a Merry Christmas  
And a happy New Year  
Glad tidings we bring  
To you and your kin  
Glad tidings for Christmas  
And a happy New Year

"
ABBA,What About Livingstone,/a/abba/what+about+livingstone_20003055.html,"Went to buy me a paper at the local news-stand  
And then I heard them laugh and say  
Look, they're gonna go flying way up to the moon now  
Hey, what's it good for anyway?  
So I said  
Fellas, like to ask you a thing if I may  
  
What about Livingstone?  
What about all those men?  
Who have sacrificed their lives to lead the way  
Tell me, wasn't it worth the while  
Traveling up the Nile  
Putting themselves on test  
Didn't that help the rest?  
Wasn't it worth it then?  
What about Livingstone?  
  
And all of those fellas at the local news-stand  
Didn't know what to answer or what to say  
So I told them about him, that he was just like  
One of those spacemen in his way  
And if you laugh at them  
Then there's only a thing I can say  
  
What about Livingstone?  
What about all those men?  
Who have sacrificed their lives to lead the way  
Tell me, wasn't it worth the while  
Traveling up the Nile  
Putting themselves on test  
Didn't that help the rest?  
Wasn't it worth it then?  
  
What about Livingstone?  
(Didn't he do it, well didn't he?)  
What about all those men?  
(Didn't he do it, well didn't he?)  
Who have sacrificed their lives to lead the way  
Tell me, wasn't it worth the while  
(Didn't he do it, well didn't he?)  
Traveling up the Nile  
(Didn't he do it?)  
Putting themselves on test  
Didn't that help the rest?  
(Didn't that help them? Well, didn't it?)  
Wasn't it worth it then?  
What about Livingstone?  
(Didn't he do it, well didn't he?)  
What about all those men?  
(Didn't he do it, well didn't he?)

"
ABBA,When All Is Said And Done,/a/abba/when+all+is+said+done_20003009.html,"Here's to us one more toast and then we'll pay the bill  
Deep inside both of us can feel the autumn chill  
Birds of passage, you and me  
We fly instinctively  
When the summer's over and the dark clouds hide the sun  
Neither you nor I'm to blame when all is said and done  
  
In our lives we have walked some strange and lonely treks  
Slightly worn but dignified and not too old for sex  
We're still striving for the sky  
No taste for humble pie  
Thanks for all your generous love and thanks for all the fun  
Neither you nor I'm to blame when all is said and done  
  
It's so strange when you're down and lying on the floor  
How you rise, shake your head, get up and ask for more  
Clear-headed and open-eyed  
With nothing left untried  
Standing calmly at the crossroads,no desire to run  
There's no hurry any more when all is said and done  
  
Standing calmly at the crossroads,no desire to run  
There's no hurry any more when all is said and done

"
ABBA,When I Kissed The Teacher,/a/abba/when+i+kissed+the+teacher_20002628.html,"Everybody screamed when I kissed the teacher  
And they must have thought they dreamed when I kissed the teacher  
All my friends at school  
They had never seen the teacher blush, he looked like a fool  
Nearly petrified 'cause he was taken by surprise  
When I kissed the teacher  
Couldn't quite believe his eyes, when I kissed the teacher  
My whole class went wild  
As I held my breath, the world stood still, but then he just smiled  
I was in the seventh heaven when I kissed the teacher  
  
One of these days  
Gonna tell him I dream of him every night  
One of these days  
Gonna show him I care, gonna teach him a lesson alright  
  
I was in a trance when I kissed the teacher  
Suddenly I took the chance when I kissed the teacher  
Leaning over me, he was trying to explain the laws of geometry  
And I couldn't help it, I just had to kiss the teacher  
  
One of these days  
Gonna tell him I dream of him every night  
One of these days  
Gonna show him I care, gonna teach him a lesson alright  
  
What a crazy day, when I kissed the teacher  
All my sense had flown away when I kissed the teacher  
My whole class went wild  
As I held my breath, the world stood still, but then he just smiled  
I was in the seventh heaven when I kissed the teacher  
(I want to hug, hug, hug him)  
When I kissed the teacher  
(I want to hug, hug him)  
When I kissed the teacher  
(I want to hug, hug, hug him)  
When I kissed the teacher  
(I want to hug, hug him)  
When I kissed the teacher  
(I want to hug, hug, hug him)

"
ABBA,Why Did It Have To Be Me?,/a/abba/why+did+it+have+to+be+me_20002575.html,"When you were lonely, you needed a man  
Someone to lean on, well I understand  
It's only natural  
But why did it have to be me?  
Nights can be empty, nights can be cold  
So you were looking for someone to hold  
That's only natural  
But why did it have to be me?  
  
I was so lonesome, I was blue  
I couldn't help it, it had to be you and I  
Always thought you knew the reason why  
I only wanted a little love affair  
Now I can see you are beginning to care  
But baby, believe me  
It's better to forget me  
  
Men are toys in the game that you play  
When you get tired, you throw them away  
That's only natural  
But why did it have to be me?  
Falling in love with a woman like you  
Happens so quickly, there's nothing to do  
It's only natural  
But why did it have to be me?  
  
I was so lonesome, I was blue  
I couldn't help it, it had to be you and I  
Always thought you knew the reason why  
I only wanted a little love affair  
Now I can see you are beginning to care  
But baby, believe me  
It's better to forget me.

"
ABBA,You Owe Me One,/a/abba/you+owe+me+one_10001488.html,"Frida Now there's a shadow falling over our faces  
Doubt forever in our hearts  
And in a while we'll start to pick up the traces  
We won't find the missing parts  
  
Buy me a ticket, I'll go to the Bahamas  
I need a rest from our petty little dramas  
Yes I really do  
Agnetha, Frida Aha, mm  
  
Now look what you've done  
I'm missing all the fun  
Baby you owe me one  
Aha, mm  
  
It's my turn to run  
A chance to feel the sun  
Baby you owe me one  
Frida I wasn't ready for this kind of intrusion  
  
I was taken by surprise  
Now both of us are in a state of confusion  
Hesitation in our eyes  
Something unwanted has entered our existence  
  
I think it's better to view it from a distance  
Yes I really do  
Agnetha, Frida Aha, mm  
Now look what you've done  
  
I'm missing all the fun  
Baby you owe me one  
Aha, mm  
It's my turn to run  
  
A chance to feel the sun  
Baby you owe me one  
Aha, mm  
Now look what you've done  
  
I'm missing all the fun  
Baby you owe me one  
Aha, mm  
It's my turn to run  
  
A chance to feel the sun  
Baby you owe me one  
Aha, mm  
Now look what you've done  
  
I'm missing all the fun  
Baby you owe me one  
Aha, mm  
It's my turn to run  
  
A chance to feel the sun  
Baby you owe me one  
Aha, mm  
Now look what you've done  
  
I'm missing all the fun  
Baby you owe me one  
Aha, mm  
It's my turn to run  
  
A chance to feel the sun  
Baby you owe me one  
Aha, mm  
Now look what you've done  
  
I'm missing all the fun  
Baby you owe me one  
Aha

"
Ace Of Base,"Always Have, Always Will",/a/ace+of+base/always+have+always+will_20003561.html,"Always have, always will  
I was mesmerized when I first met you  
Wouldn't let myself believe  
That you could step right out of my wildest dreams  
But you didn't know  
That secret part of me  
Until we kissed an made it open up so easily  
  
I always have  
Even when it didn't show  
I always will  
You know that I just want to touch you  
Whenever you're close to me  
I always have  
Doesn't matter where we go  
I always will  
You know that I just want to show you  
Just how much you mean to me  
Always have, always will  
  
Everything that you give in to  
Everything you'll ever need  
Is locked up somewhere deep inside of me  
You gotta know  
But more importantly  
You've got to stay and hold me while we live this fantasy  
  
I always have  
Even when it didn't show  
I always will  
You know that I just want to touch you  
Whenever you're close to me  
I always have  
Doesn't matter where we go  
I always will  
You know that I just want to show you  
Just how much you mean to me  
  
Sometimes we try too hard to please  
We should let love come naturally  
And sometimes I don't know  
Just what you really do to me  
That is O.K.  
'cause it's all part of the mystery  
  
I always have  
Even when it didn't show  
I always will  
You know that I just want to touch you  
Whenever you're close to me  
I always have  
Doesn't matter where we go  
I always will  
You know that I just want to show you  
Just how much you mean to me  
Always have, always will  
  
I always have  
Even when it didn't show  
I always will  
You know that I just want to touch you  
Whenever you're close to me  
I always have  
Doesn't matter where we go  
I always will  
You know that I just want to show you  
Just how much you mean to me  
Always have, always will

"
Ace Of Base,Cecilia,/a/ace+of+base/cecilia_20003562.html,"This is a song about a well-known girl  
Who was she?  
  
We will never know the answer to that question  
  
Cecilia, walk in the light  
Cecilia, you're gonna live forever  
According to a well-known song  
Cecilia, walk in the light  
Cecilia, did you come home and to whom?  
  
Simon and garfunkel had a little problem  
It was something about their hearts, you used to break  
Them, and make them go down on their knees  
On and on again  
  
Cecilia, walk in the light  
Cecilia, you're gonna live forever  
According to a well-known song  
Cecilia, walk in the light  
Cecilia, did you come home and to whom?  
Romeo and Juliet had another story, but they  
Were a single pair, not free like you  
Still they got a tragical end  
So many years ago, life in itself can't hurt  
  
Cecilia, walk in the light  
Cecilia, did you come home and to whom?  
  
Passion changes but they will still remember you  
I say they loved you and they would do the same for you today  
  
We'll never know the answer to that question  
  
Cecilia, walk in the light  
Cecilia, you're gonna live forever  
According to a well known song  
Cecilia, walk in the light  
Cecilia, did you come home and to whom?  
  
I've been trying to overcome the mental blocks I've got  
If they loved you, why didn't you respond to all their please?  
I wonder  
I wonder

"
Ace Of Base,Don't Stop,/a/ace+of+base/dont+stop_20186001.html,"Don't stop now  
Don't stop now  
Don't stop now  
Don't stop now  
Don't stop now  
Don't stop now  
Don't stop now  
Don't stop now  
Don't stop now  
Don't stop now  
Don't stop now  
Doing what you're doing  
I've got someone who only loves me  
I've got someone who'll always love me  
It is you and me against the world  
If someone's trying to hurt you baby  
I will do my best to save us  
What is good for you is good for me  
Don't don't stop in the name of twosome  
Keep on doing what you're doing  
Baby it ain't over till it's over  
(Don't stop now, don't stop now)  
Please don't stop  
Please don't stop  
Doing what you're doing  
Don't stop  
Please don't stop  
Doing what you're doing  
You're my glittering price, my sparkling  
Precious little diamond always  
You remember I'd go where you'd go  
What you want, I will fulfill it  
Even if you don't fit in good  
Give it up for you, the one for me  
Don't don't stop in the name of twosome  
Keep on doing what you're doing  
Baby it ain't over till it's over  
(Don't stop now, don't stop now)  
Please don't stop  
(Gimme gimme more, gimme gimme gold)  
Please don't stop  
Doing what you're doing  
Don't stop  
(Gimme gimme more, gimme gimme gold)  
Please don't stop  
Doing what you're doing  
You gave my day a tone  
A colour never seen  
I can't tell you the shape of it  
The texture is so new (do it)  
You gave my day a tone  
A colour never seen  
I can't tell you the shape of it  
The colour is so new  
I will always follow where you go  
Baby it ain't over till it's over  
(Don't stop now, don't stop now)  
Please don't stop  
(Gimme gimme more, gimme gimme gold)  
Please don't stop  
Doing what you're doing (You color my world)  
Don't stop  
(Gimme gimme more, gimme gimme gold)  
Please don't stop (Doing what you're doing)  
Doing what you're doing  
Doing what you're doing  
Doing what you're doing  
Doing what you're doing  
Doing what you're doing  
  

"
Ace Of Base,Edge Of Heaven,/a/ace+of+base/edge+of+heaven_20003625.html,"Fire! I can see it burning so brightly  
Fire! I can feel it calling out to me  
And as the sun goes down  
It starts to paint a picture  
  
Of an ancient town  
So far away, across the endless sea  
Lead me to the light  
And take me to the edge of heaven  
  
I'm standing in the night  
Looking for the edge of heaven  
We'll be touching the edge of heaven  
Time  
  
Close your eyes see dreams of tomorrow  
Time  
The wheels are turning till eternity  
And as the darkness comes  
  
I start to see a picture  
Of a lonely man  
So clearly now reaching out for me  
Lead me to the light  
  
And sail the endless sea  
So lead me to the light  
And take me to the edge of heaven  
The edge of heaven is near  
  
We'll sail the endless sea

"
